Stand;RaumID;RaumName;AgeGroup;Overall;male;female;german;german_male;german_female;non_german;non_german_male;non_german_female
31.12.2019;12;Brandenburg;15 bis unter 18 Jahre;63721;33007;30714;60213;31088;29125;3508;1919;1589
31.12.2019;12;Brandenburg;18 bis unter 20 Jahre;41216;21707;19509;38210;19845;18365;3006;1862;1144
31.12.2019;12;Brandenburg;20 bis unter 25 Jahre;90100;48784;41316;77547;40932;36615;12553;7852;4701
31.12.2019;12;Brandenburg;25 bis unter 30 Jahre;92191;48093;44098;76511;38842;37669;15680;9251;6429
31.12.2019;12;Brandenburg;30 bis unter 35 Jahre;154505;78723;75782;139963;70433;69530;14542;8290;6252
31.12.2019;12;Brandenburg;35 bis unter 40 Jahre;162012;82865;79147;149694;76297;73397;12318;6568;5750
31.12.2019;12;Brandenburg;40 bis unter 45 Jahre;151014;77597;73417;140255;72064;68191;10759;5533;5226
31.12.2019;12;Brandenburg;45 bis unter 50 Jahre;153836;78865;74971;144899;74253;70646;8937;4612;4325
31.12.2019;12;Brandenburg;50 bis unter 55 Jahre;207593;104826;102767;200712;101095;99617;6881;3731;3150
31.12.2019;12;Brandenburg;55 bis unter 60 Jahre;239654;120730;118924;234790;118059;116731;4864;2671;2193
31.12.2019;12;Brandenburg;60 bis unter 65 Jahre;204044;101788;102256;200698;99861;100837;3346;1927;1419
31.12.2019;12;Brandenburg;65 bis unter 70 Jahre;180956;87537;93419;178775;86371;92404;2181;1166;1015
31.12.2019;12;Brandenburg;70 bis unter 75 Jahre;106624;49948;56676;105262;49256;56006;1362;692;670
31.12.2019;12;Brandenburg;75 bis unter 80 Jahre;142684;63222;79462;141964;62875;79089;720;347;373
31.12.2019;12;Brandenburg;80 bis unter 85 Jahre;118126;48345;69781;117587;48104;69483;539;241;298
31.12.2019;12;Brandenburg;85 bis unter 90 Jahre;54197;19583;34614;54005;19501;34504;192;82;110
31.12.2019;12;Brandenburg;90 Jahre und mehr;25023;6434;18589;24924;6406;18518;99;28;71
31.12.2019;13;Mecklenburg-Vorpommern;unter 3 Jahre;39337;20130;19207;36268;18520;17748;3069;1610;1459
31.12.2019;13;Mecklenburg-Vorpommern;3 bis unter 6 Jahre;42154;21450;20704;39075;19867;19208;3079;1583;1496
31.12.2019;13;Mecklenburg-Vorpommern;6 bis unter 10 Jahre;56054;28724;27330;52608;26941;25667;3446;1783;1663
31.12.2019;13;Mecklenburg-Vorpommern;10 bis unter 15 Jahre;68037;34704;33333;64178;32747;31431;3859;1957;1902
31.12.2019;13;Mecklenburg-Vorpommern;15 bis unter 18 Jahre;39498;20423;19075;37408;19255;18153;2090;1168;922
31.12.2019;13;Mecklenburg-Vorpommern;18 bis unter 20 Jahre;27239;14256;12983;25118;12899;12219;2121;1357;764
31.12.2019;13;Mecklenburg-Vorpommern;20 bis unter 25 Jahre;62919;33038;29881;54541;27854;26687;8378;5184;3194
31.12.2019;13;Mecklenburg-Vorpommern;25 bis unter 30 Jahre;66259;34649;31610;56513;28747;27766;9746;5902;3844
31.12.2019;13;Mecklenburg-Vorpommern;30 bis unter 35 Jahre;105569;54839;50730;96962;49791;47171;8607;5048;3559
31.12.2019;13;Mecklenburg-Vorpommern;35 bis unter 40 Jahre;102967;53766;49201;95781;49612;46169;7186;4154;3032
31.12.2019;13;Mecklenburg-Vorpommern;40 bis unter 45 Jahre;92538;49156;43382;86239;45566;40673;6299;3590;2709
31.12.2019;13;Mecklenburg-Vorpommern;45 bis unter 50 Jahre;91071;47581;43490;85733;44607;41126;5338;2974;2364
31.12.2019;13;Mecklenburg-Vorpommern;50 bis unter 55 Jahre;122946;62310;60636;119046;60070;58976;3900;2240;1660
31.12.2019;13;Mecklenburg-Vorpommern;55 bis unter 60 Jahre;149680;74962;74718;146706;73295;73411;2974;1667;1307
31.12.2019;13;Mecklenburg-Vorpommern;60 bis unter 65 Jahre;135500;66667;68833;133575;65581;67994;1925;1086;839
31.12.2019;13;Mecklenburg-Vorpommern;65 bis unter 70 Jahre;123318;59476;63842;122220;58885;63335;1098;591;507
31.12.2019;13;Mecklenburg-Vorpommern;70 bis unter 75 Jahre;70308;33094;37214;69558;32736;36822;750;358;392
31.12.2019;13;Mecklenburg-Vorpommern;75 bis unter 80 Jahre;86060;37536;48524;85678;37370;48308;382;166;216
31.12.2019;13;Mecklenburg-Vorpommern;80 bis unter 85 Jahre;75420;29796;45624;75085;29668;45417;335;128;207
31.12.2019;13;Mecklenburg-Vorpommern;85 bis unter 90 Jahre;35677;12300;23377;35550;12244;23306;127;56;71
31.12.2019;13;Mecklenburg-Vorpommern;90 Jahre und mehr;15587;3755;11832;15489;3720;11769;98;35;63
31.12.2019;14;Sachsen;unter 3 Jahre;107915;55232;52683;99627;50932;48695;8288;4300;3988
31.12.2019;14;Sachsen;3 bis unter 6 Jahre;114446;58749;55697;105921;54320;51601;8525;4429;4096
31.12.2019;14;Sachsen;6 bis unter 10 Jahre;147470;75815;71655;138466;71043;67423;9004;4772;4232
31.12.2019;14;Sachsen;10 bis unter 15 Jahre;174251;89489;84762;164538;84361;80177;9713;5128;4585
31.12.2019;14;Sachsen;15 bis unter 18 Jahre;99033;50628;48405;93627;47610;46017;5406;3018;2388
31.12.2019;14;Sachsen;18 bis unter 20 Jahre;68899;36012;32887;63654;32593;31061;5245;3419;1826
31.12.2019;14;Sachsen;20 bis unter 25 Jahre;170921;89487;81434;146958;74306;72652;23963;15181;8782
31.12.2019;14;Sachsen;25 bis unter 30 Jahre;186260;98103;88157;155617;79611;76006;30643;18492;12151
31.12.2019;14;Sachsen;30 bis unter 35 Jahre;275202;144443;130759;249035;129599;119436;26167;14844;11323
31.12.2019;14;Sachsen;35 bis unter 40 Jahre;266581;140606;125975;246455;129606;116849;20126;11000;9126
31.12.2019;14;Sachsen;40 bis unter 45 Jahre;240201;127174;113027;223451;118115;105336;16750;9059;7691
31.12.2019;14;Sachsen;45 bis unter 50 Jahre;239402;127069;112333;225737;119300;106437;13665;7769;5896
31.12.2019;14;Sachsen;50 bis unter 55 Jahre;290404;149614;140790;280163;143719;136444;10241;5895;4346
31.12.2019;14;Sachsen;55 bis unter 60 Jahre;323230;162179;161051;315806;157788;158018;7424;4391;3033
31.12.2019;14;Sachsen;60 bis unter 65 Jahre;290194;141630;148564;285090;138562;146528;5104;3068;2036
31.12.2019;14;Sachsen;65 bis unter 70 Jahre;291868;137954;153914;288555;135964;152591;3313;1990;1323
31.12.2019;14;Sachsen;70 bis unter 75 Jahre;191059;87094;103965;188993;86014;102979;2066;1080;986
31.12.2019;14;Sachsen;75 bis unter 80 Jahre;245878;107089;138789;244878;106607;138271;1000;482;518
31.12.2019;14;Sachsen;80 bis unter 85 Jahre;200508;81468;119040;199649;81073;118576;859;395;464
31.12.2019;14;Sachsen;85 bis unter 90 Jahre;96654;34072;62582;96330;33921;62409;324;151;173
31.12.2019;14;Sachsen;90 Jahre und mehr;51595;12815;38780;51387;12740;38647;208;75;133
31.12.2019;15;Sachsen-Anhalt;unter 3 Jahre;52535;26921;25614;47041;24104;22937;5494;2817;2677
31.12.2019;15;Sachsen-Anhalt;3 bis unter 6 Jahre;55881;28774;27107;50764;26086;24678;5117;2688;2429
31.12.2019;15;Sachsen-Anhalt;6 bis unter 10 Jahre;72995;37399;35596;67427;34417;33010;5568;2982;2586
31.12.2019;15;Sachsen-Anhalt;10 bis unter 15 Jahre;89369;46047;43322;83144;42714;40430;6225;3333;2892
31.12.2019;15;Sachsen-Anhalt;15 bis unter 18 Jahre;51645;26921;24724;48392;25072;23320;3253;1849;1404
31.12.2019;15;Sachsen-Anhalt;18 bis unter 20 Jahre;36226;19326;16900;32671;16952;15719;3555;2374;1181
31.12.2019;15;Sachsen-Anhalt;20 bis unter 25 Jahre;87400;46897;40503;73026;37585;35441;14374;9312;5062
31.12.2019;15;Sachsen-Anhalt;25 bis unter 30 Jahre;91359;48631;42728;75963;39102;36861;15396;9529;5867
31.12.2019;15;Sachsen-Anhalt;30 bis unter 35 Jahre;135827;71433;64394;123226;63979;59247;12601;7454;5147
31.12.2019;15;Sachsen-Anhalt;35 bis unter 40 Jahre;133661;70707;62954;123562;64960;58602;10099;5747;4352
31.12.2019;15;Sachsen-Anhalt;40 bis unter 45 Jahre;119176;63185;55991;110989;58456;52533;8187;4729;3458
31.12.2019;15;Sachsen-Anhalt;45 bis unter 50 Jahre;131907;69034;62873;125057;65073;59984;6850;3961;2889
31.12.2019;15;Sachsen-Anhalt;50 bis unter 55 Jahre;172131;87888;84243;166699;84665;82034;5432;3223;2209
31.12.2019;15;Sachsen-Anhalt;55 bis unter 60 Jahre;196242;98197;98045;192463;95842;96621;3779;2355;1424
31.12.2019;15;Sachsen-Anhalt;60 bis unter 65 Jahre;176583;86148;90435;174187;84646;89541;2396;1502;894
31.12.2019;15;Sachsen-Anhalt;65 bis unter 70 Jahre;166524;79151;87373;165118;78275;86843;1406;876;530
31.12.2019;15;Sachsen-Anhalt;70 bis unter 75 Jahre;109531;49875;59656;108688;49406;59282;843;469;374
31.12.2019;15;Sachsen-Anhalt;75 bis unter 80 Jahre;133626;58077;75549;133179;57866;75313;447;211;236
31.12.2019;15;Sachsen-Anhalt;80 bis unter 85 Jahre;107818;42768;65050;107439;42606;64833;379;162;217
31.12.2019;15;Sachsen-Anhalt;85 bis unter 90 Jahre;50253;16892;33361;50098;16810;33288;155;82;73
31.12.2019;15;Sachsen-Anhalt;90 Jahre und mehr;24093;5591;18502;23984;5551;18433;109;40;69
31.12.2019;16;Th�ringen;unter 3 Jahre;52515;26791;25724;47567;24204;23363;4948;2587;2361
31.12.2019;16;Th�ringen;3 bis unter 6 Jahre;56942;29259;27683;52278;26835;25443;4664;2424;2240
31.12.2019;16;Th�ringen;6 bis unter 10 Jahre;74517;38248;36269;69305;35491;33814;5212;2757;2455
31.12.2019;16;Th�ringen;10 bis unter 15 Jahre;88342;45480;42862;82628;42392;40236;5714;3088;2626
31.12.2019;16;Th�ringen;15 bis unter 18 Jahre;52149;26889;25260;49056;25120;23936;3093;1769;1324
31.12.2019;16;Th�ringen;18 bis unter 20 Jahre;35660;18651;17009;32409;16591;15818;3251;2060;1191
31.12.2019;16;Th�ringen;20 bis unter 25 Jahre;86062;45895;40167;71500;36879;34621;14562;9016;5546
31.12.2019;16;Th�ringen;25 bis unter 30 Jahre;89030;47215;41815;72694;37498;35196;16336;9717;6619
31.12.2019;16;Th�ringen;30 bis unter 35 Jahre;134367;70786;63581;121170;63237;57933;13197;7549;5648
31.12.2019;16;Th�ringen;35 bis unter 40 Jahre;135724;71943;63781;125831;66352;59479;9893;5591;4302
31.12.2019;16;Th�ringen;40 bis unter 45 Jahre;120785;63994;56791;112426;59336;53090;8359;4658;3701
31.12.2019;16;Th�ringen;45 bis unter 50 Jahre;130176;68916;61260;122951;64918;58033;7225;3998;3227
31.12.2019;16;Th�ringen;50 bis unter 55 Jahre;160832;82075;78757;155379;78993;76386;5453;3082;2371
31.12.2019;16;Th�ringen;55 bis unter 60 Jahre;185821;92921;92900;182011;90754;91257;3810;2167;1643
31.12.2019;16;Th�ringen;60 bis unter 65 Jahre;170921;84150;86771;168502;82736;85766;2419;1414;1005
31.12.2019;16;Th�ringen;65 bis unter 70 Jahre;161257;77435;83822;159791;76632;83159;1466;803;663
31.12.2019;16;Th�ringen;70 bis unter 75 Jahre;105263;48877;56386;104470;48428;56042;793;449;344
31.12.2019;16;Th�ringen;75 bis unter 80 Jahre;123533;54048;69485;123175;53852;69323;358;196;162
31.12.2019;16;Th�ringen;80 bis unter 85 Jahre;101110;40926;60184;100874;40816;60058;236;110;126
31.12.2019;16;Th�ringen;85 bis unter 90 Jahre;45792;15952;29840;45706;15907;29799;86;45;41
31.12.2019;16;Th�ringen;90 Jahre und mehr;22580;5545;17035;22512;5518;16994;68;27;41
